SessionID,Episode,ObjectiveControl,UnitCountDiff,ResourceDiff
session_20250326_204905,3204,6,1,400
session_20250326_204905,3205,7,1,600
session_20250326_204905,3206,8,0,500
session_20250326_204905,3207,0,1,-50
session_20250326_204905,3208,0,0,0
session_20250326_204905,3209,0,0,100
session_20250326_204905,3210,0,0,0
session_20250326_204905,3211,0,1,-50
session_20250326_204905,3212,0,0,0
session_20250326_204905,3213,0,0,100
session_20250326_204905,3214,0,0,0
session_20250326_204905,3215,0,1,-200
session_20250326_204905,3216,0,1,-300
session_20250326_204905,3217,0,1,-200
session_20250326_204905,3218,0,1,-300
session_20250326_204905,3219,0,2,-500
session_20250326_204905,3220,0,2,-600
session_20250326_204905,3221,0,2,-500
session_20250326_204905,3222,0,2,-600
session_20250326_204905,3223,0,2,-500
session_20250326_204905,3224,0,2,-600
session_20250326_204905,3225,0,2,-500
session_20250326_204905,3226,0,2,-600
session_20250326_204905,3227,0,2,-500
session_20250326_204905,3228,0,2,-600
session_20250326_204905,3229,0,2,-800
session_20250326_204905,3230,0,2,-900
session_20250326_204905,3231,0,2,-700
session_20250326_204905,3232,0,2,-800
session_20250326_204905,3233,0,2,-600
session_20250326_204905,3234,0,2,-700
session_20250326_204905,3235,0,2,-500
session_20250326_204905,3236,0,2,-600
session_20250326_204905,3237,0,2,-400
session_20250326_204905,3238,0,2,-500
session_20250326_204905,3239,0,2,-300
session_20250326_204905,3240,0,2,-400
session_20250326_204905,3241,0,2,-200
session_20250326_204905,3242,0,2,-300
session_20250326_204905,3243,0,2,-100
session_20250326_204905,3244,0,2,-200
session_20250326_204905,3245,0,2,0
session_20250326_204905,3246,0,2,-100
session_20250326_204905,3247,0,3,100
session_20250326_204905,3248,0,1,-50
session_20250326_204905,3249,0,0,0
session_20250326_204905,3250,0,0,100
session_20250326_204905,3251,0,0,0
session_20250326_204905,3252,0,1,-50
session_20250326_204905,3253,0,0,0
session_20250326_204905,3254,0,0,100
session_20250326_204905,3255,0,0,0
session_20250326_204905,3256,0,1,-200
session_20250326_204905,3257,0,1,-300
session_20250326_204905,3258,0,1,-200
session_20250326_204905,3259,0,1,-300
session_20250326_204905,3260,0,2,-500
session_20250326_204905,3261,0,2,-600
session_20250326_204905,3262,0,2,-500
session_20250326_204905,3263,0,2,-600
session_20250326_204905,3264,0,2,-500
session_20250326_204905,3265,0,2,-600
session_20250326_204905,3266,0,2,-500
session_20250326_204905,3267,0,2,-600
session_20250326_204905,3268,0,2,-500
session_20250326_204905,3269,0,2,-600
session_20250326_204905,3270,0,2,-500
session_20250326_204905,3271,0,2,-600
session_20250326_204905,3272,0,2,-500
session_20250326_204905,3273,0,2,-600
session_20250326_204905,3274,0,2,-500
session_20250326_204905,3275,0,2,-600
session_20250326_204905,3276,0,2,-500
session_20250326_204905,3277,0,2,-600
session_20250326_204905,3278,0,2,-500
session_20250326_204905,3279,0,2,-600
session_20250326_204905,3280,0,2,-500
session_20250326_204905,3281,0,2,-600
session_20250326_204905,3282,0,2,-500
session_20250326_204905,3283,0,2,-600
session_20250326_204905,3284,0,3,-500
session_20250326_204905,3285,0,3,-600
session_20250326_204905,3286,1,3,-500
session_20250326_204905,3287,2,3,-600
session_20250326_204905,3288,3,3,-500
session_20250326_204905,3289,4,3,-600
session_20250326_204905,3290,5,3,-500
session_20250326_204905,3291,6,3,-600
session_20250326_204905,3292,7,3,-500
session_20250326_204905,3293,8,3,-600
session_20250326_204905,3294,0,1,-50
session_20250326_204905,3295,0,0,0
session_20250326_204905,3296,0,0,100
session_20250326_204905,3297,0,0,0
session_20250326_204905,3298,0,1,-50
session_20250326_204905,3299,0,0,0
session_20250326_204905,3300,0,0,100
session_20250326_204905,3301,0,0,0
session_20250326_204905,3302,0,1,-200
session_20250326_204905,3303,0,1,-300
session_20250326_204905,3304,0,1,-200
session_20250326_204905,3305,0,1,-300
session_20250326_204905,3306,0,2,-500
session_20250326_204905,3307,0,2,-600
session_20250326_204905,3308,0,2,-500
session_20250326_204905,3309,0,2,-600
session_20250326_204905,3310,0,2,-500
session_20250326_204905,3311,0,2,-600
session_20250326_204905,3312,0,2,-500
session_20250326_204905,3313,0,2,-600
session_20250326_204905,3314,0,2,-500
session_20250326_204905,3315,0,2,-600
session_20250326_204905,3316,0,2,-800
session_20250326_204905,3317,0,2,-900
session_20250326_204905,3318,0,2,-700
session_20250326_204905,3319,0,2,-800
session_20250326_204905,3320,0,2,-600
session_20250326_204905,3321,0,2,-700
session_20250326_204905,3322,0,3,-800
session_20250326_204905,3323,0,3,-900
session_20250326_204905,3324,0,3,-700
session_20250326_204905,3325,0,3,-800
session_20250326_204905,3326,1,4,-900
session_20250326_204905,3327,2,4,-1000
session_20250326_204905,3328,3,4,-1300
session_20250326_204905,3329,4,4,-1400
session_20250326_204905,3330,5,4,-1075
session_20250326_204905,3331,6,3,-875
session_20250326_204905,3332,7,4,-550
session_20250326_204905,3333,8,4,-650
session_20250326_204905,3334,0,1,-50
session_20250326_204905,3335,0,0,0
session_20250326_204905,3336,0,0,100
session_20250326_204905,3337,0,0,0
session_20250326_204905,3338,0,1,-50
session_20250326_204905,3339,0,0,0
session_20250326_204905,3340,0,0,100
session_20250326_204905,3341,0,0,0
session_20250326_204905,3342,0,1,-200
session_20250326_204905,3343,0,1,-300
session_20250326_204905,3344,0,1,-200
session_20250326_204905,3345,0,1,-300
session_20250326_204905,3346,0,2,-500
session_20250326_204905,3347,0,2,-600
session_20250326_204905,3348,0,2,-500
session_20250326_204905,3349,0,2,-600
session_20250326_204905,3350,0,2,-500
session_20250326_204905,3351,0,2,-600
session_20250326_204905,3352,0,2,-500
session_20250326_204905,3353,0,2,-600
session_20250326_204905,3354,0,2,-500
session_20250326_204905,3355,0,2,-600
session_20250326_204905,3356,0,2,-800
session_20250326_204905,3357,0,2,-900
session_20250326_204905,3358,0,2,-700
session_20250326_204905,3359,0,2,-800
session_20250326_204905,3360,0,2,-600
session_20250326_204905,3361,0,2,-700
session_20250326_204905,3362,0,2,-500
session_20250326_204905,3363,0,2,-600
session_20250326_204905,3364,0,2,-400
session_20250326_204905,3365,0,2,-500
session_20250326_204905,3366,1,2,-300
session_20250326_204905,3367,2,2,-400
session_20250326_204905,3368,3,2,-200
session_20250326_204905,3369,4,2,-300
session_20250326_204905,3370,5,2,-100
session_20250326_204905,3371,6,1,100
session_20250326_204905,3372,7,1,300
session_20250326_204905,3373,8,1,200
session_20250326_204905,3374,0,1,-50
session_20250326_204905,3375,0,0,0
session_20250326_204905,3376,0,0,100
session_20250326_204905,3377,0,0,0
session_20250326_204905,3378,0,1,-50
session_20250326_204905,3379,0,0,0
session_20250326_204905,3380,0,0,100
session_20250326_204905,3381,0,0,0
session_20250326_204905,3382,0,1,-200
session_20250326_204905,3383,0,1,-300
session_20250326_204905,3384,0,1,-200
session_20250326_204905,3385,0,1,-300
session_20250326_204905,3386,0,2,-500
session_20250326_204905,3387,0,2,-600
session_20250326_204905,3388,0,2,-500
session_20250326_204905,3389,0,2,-600
session_20250326_204905,3390,0,2,-500
session_20250326_204905,3391,0,2,-600
session_20250326_204905,3392,0,2,-500
session_20250326_204905,3393,0,2,-600
session_20250326_204905,3394,0,2,-500
session_20250326_204905,3395,0,1,-300
session_20250326_204905,3396,0,1,-200
session_20250326_204905,3397,0,1,-300
session_20250326_204905,3398,1,1,-200
session_20250326_204905,3399,2,1,-300
session_20250326_204905,3400,3,1,-200
session_20250326_204905,3401,4,1,-300
session_20250326_204905,3402,5,1,-200
session_20250326_204905,3403,6,1,-300
session_20250326_204905,3404,7,2,-200
session_20250326_204905,3405,8,2,-300
session_20250326_204905,3406,0,1,-50
session_20250326_204905,3407,0,0,0
session_20250326_204905,3408,0,0,100
session_20250326_204905,3409,0,0,0
session_20250326_204905,3410,0,1,-50
session_20250326_204905,3411,0,0,0
session_20250326_204905,3412,0,0,100
session_20250326_204905,3413,0,0,0
session_20250326_204905,3414,0,1,-200
session_20250326_204905,3415,0,1,-300
session_20250326_204905,3416,0,1,-200
session_20250326_204905,3417,0,1,-300
session_20250326_204905,3418,0,2,-500
session_20250326_204905,3419,0,2,-600
session_20250326_204905,3420,0,2,-500
session_20250326_204905,3421,0,2,-600
session_20250326_204905,3422,0,2,-500
session_20250326_204905,3423,0,1,-300
session_20250326_204905,3424,0,1,-200
session_20250326_204905,3425,0,1,-300
session_20250326_204905,3426,0,1,-200
session_20250326_204905,3427,0,1,-300
session_20250326_204905,3428,0,1,-500
session_20250326_204905,3429,0,1,-600
session_20250326_204905,3430,0,1,-400
session_20250326_204905,3431,0,1,-500
session_20250326_204905,3432,0,2,-600
session_20250326_204905,3433,0,2,-700
session_20250326_204905,3434,0,2,-500
session_20250326_204905,3435,0,2,-600
session_20250326_204905,3436,0,2,-400
session_20250326_204905,3437,0,2,-500
session_20250326_204905,3438,0,2,-300
session_20250326_204905,3439,0,2,-400
session_20250326_204905,3440,0,2,-200
session_20250326_204905,3441,0,2,-300
session_20250326_204905,3442,0,2,-100
session_20250326_204905,3443,0,2,-200
session_20250326_204905,3444,0,2,0
session_20250326_204905,3445,0,2,-100
session_20250326_204905,3446,0,3,100
session_20250326_204905,3447,0,1,-50
session_20250326_204905,3448,0,0,0
session_20250326_204905,3449,0,0,100
session_20250326_204905,3450,0,0,0
session_20250326_204905,3451,0,1,-50
session_20250326_204905,3452,0,0,0
session_20250326_204905,3453,0,0,100
session_20250326_204905,3454,0,0,0
session_20250326_204905,3455,0,1,-200
session_20250326_204905,3456,0,1,-300
session_20250326_204905,3457,0,1,-200
session_20250326_204905,3458,0,0,0
session_20250326_204905,3459,0,1,-200
session_20250326_204905,3460,0,1,-300
session_20250326_204905,3461,0,1,-200
session_20250326_204905,3462,0,1,-300
session_20250326_204905,3463,0,1,-200
session_20250326_204905,3464,0,1,-300
session_20250326_204905,3465,0,1,-200
session_20250326_204905,3466,0,1,-300
session_20250326_204905,3467,0,1,-200
session_20250326_204905,3468,0,1,-300
session_20250326_204905,3469,0,1,-200
session_20250326_204905,3470,0,1,-300
session_20250326_204905,3471,0,1,-200
session_20250326_204905,3472,0,1,-300
session_20250326_204905,3473,0,1,-200
session_20250326_204905,3474,0,1,-300
session_20250326_204905,3475,0,1,-200
session_20250326_204905,3476,0,1,-300
session_20250326_204905,3477,0,1,-200
session_20250326_204905,3478,0,1,-300
session_20250326_204905,3479,1,1,-200
session_20250326_204905,3480,2,1,-300
session_20250326_204905,3481,3,1,-200
session_20250326_204905,3482,4,1,-300
session_20250326_204905,3483,5,1,-200
session_20250326_204905,3484,6,1,-300
session_20250326_204905,3485,7,1,-200
session_20250326_204905,3486,8,1,-300
session_20250326_204905,3487,0,1,-50
session_20250326_204905,3488,0,0,0
session_20250326_204905,3489,0,0,100
session_20250326_204905,3490,0,0,0
session_20250326_204905,3491,0,1,-50
session_20250326_204905,3492,0,0,0
session_20250326_204905,3493,0,0,100
session_20250326_204905,3494,0,0,0
session_20250326_204905,3495,0,1,-200
session_20250326_204905,3496,0,1,-300
session_20250326_204905,3497,0,1,-200
session_20250326_204905,3498,0,1,-300
session_20250326_204905,3499,0,2,-500
session_20250326_204905,3500,0,2,-600
session_20250326_204905,3501,0,2,-500
session_20250326_204905,3502,0,2,-600
session_20250326_204905,3503,0,2,-500
session_20250326_204905,3504,0,2,-600
session_20250326_204905,3505,0,2,-500
session_20250326_204905,3506,0,2,-600
session_20250326_204905,3507,0,2,-500
session_20250326_204905,3508,0,2,-600
session_20250326_204905,3509,0,2,-800
session_20250326_204905,3510,0,2,-900
session_20250326_204905,3511,1,2,-700
session_20250326_204905,3512,2,2,-800
session_20250326_204905,3513,3,2,-600
session_20250326_204905,3514,4,2,-700
session_20250326_204905,3515,5,2,-500
session_20250326_204905,3516,6,2,-600
session_20250326_204905,3517,7,2,-400
session_20250326_204905,3518,8,2,-500
session_20250326_204905,3519,0,1,-50
session_20250326_204905,3520,0,0,0
session_20250326_204905,3521,0,0,100
session_20250326_204905,3522,0,0,0
session_20250326_204905,3523,0,1,-50
session_20250326_204905,3524,0,0,0
session_20250326_204905,3525,0,0,100
session_20250326_204905,3526,0,0,0
session_20250326_204905,3527,0,1,-200
session_20250326_204905,3528,0,1,-300
session_20250326_204905,3529,0,1,-200
session_20250326_204905,3530,0,1,-300
session_20250326_204905,3531,0,2,-500
session_20250326_204905,3532,0,2,-600
session_20250326_204905,3533,0,2,-500
session_20250326_204905,3534,0,2,-600
session_20250326_204905,3535,0,2,-500
session_20250326_204905,3536,0,2,-600
session_20250326_204905,3537,0,2,-500
session_20250326_204905,3538,0,2,-600
session_20250326_204905,3539,0,2,-500
session_20250326_204905,3540,0,2,-600
session_20250326_204905,3541,0,2,-500
session_20250326_204905,3542,0,2,-600
session_20250326_204905,3543,0,2,-500
session_20250326_204905,3544,0,1,-300
session_20250326_204905,3545,0,1,-200
session_20250326_204905,3546,0,1,-300
session_20250326_204905,3547,0,1,-200
session_20250326_204905,3548,0,1,-300
session_20250326_204905,3549,0,1,-200
session_20250326_204905,3550,0,1,-300
session_20250326_204905,3551,0,1,-200
session_20250326_204905,3552,0,1,-300
session_20250326_204905,3553,0,1,-200
session_20250326_204905,3554,0,1,-300
session_20250326_204905,3555,1,1,-200
session_20250326_204905,3556,2,1,-300
session_20250326_204905,3557,3,1,-200
session_20250326_204905,3558,4,1,-300
session_20250326_204905,3559,5,1,-200
session_20250326_204905,3560,6,1,-300
session_20250326_204905,3561,7,1,-200
session_20250326_204905,3562,8,1,-300
session_20250326_204905,3563,0,1,-50
session_20250326_204905,3564,0,0,0
session_20250326_204905,3565,0,0,100
session_20250326_204905,3566,0,0,0
session_20250326_204905,3567,0,1,-50
session_20250326_204905,3568,0,0,0
session_20250326_204905,3569,0,0,100
session_20250326_204905,3570,0,0,0
session_20250326_204905,3571,0,1,-200
session_20250326_204905,3572,0,1,-300
session_20250326_204905,3573,0,1,-200
session_20250326_204905,3574,0,1,-300
session_20250326_204905,3575,0,2,-500
session_20250326_204905,3576,0,2,-600
session_20250326_204905,3577,0,2,-500
session_20250326_204905,3578,0,2,-600
session_20250326_204905,3579,0,2,-500
session_20250326_204905,3580,0,2,-600
session_20250326_204905,3581,0,2,-500
session_20250326_204905,3582,0,2,-600
session_20250326_204905,3583,0,2,-500
session_20250326_204905,3584,0,2,-600
session_20250326_204905,3585,0,2,-800
session_20250326_204905,3586,0,2,-900
session_20250326_204905,3587,0,3,-1000
session_20250326_204905,3588,0,3,-1100
session_20250326_204905,3589,0,3,-900
session_20250326_204905,3590,0,3,-1000
session_20250326_204905,3591,1,3,-800
session_20250326_204905,3592,2,3,-900
session_20250326_204905,3593,3,3,-700
session_20250326_204905,3594,4,3,-800
session_20250326_204905,3595,5,3,-600
session_20250326_204905,3596,6,3,-700
session_20250326_204905,3597,7,3,-500
session_20250326_204905,3598,8,3,-600
session_20250326_204905,3599,0,1,-50
session_20250326_204905,3600,0,0,0
session_20250326_204905,3601,0,0,100
session_20250326_204905,3602,0,0,0
session_20250326_204905,3603,0,1,-50
session_20250326_204905,3604,0,0,0
session_20250326_204905,3605,0,0,100
session_20250326_204905,3606,0,0,0
session_20250326_204905,3607,0,1,-200
session_20250326_204905,3608,0,1,-300
session_20250326_204905,3609,0,1,-200
session_20250326_204905,3610,0,1,-300
session_20250326_204905,3611,0,2,-500
session_20250326_204905,3612,0,2,-600
session_20250326_204905,3613,0,2,-500
session_20250326_204905,3614,0,2,-600
session_20250326_204905,3615,0,2,-500
session_20250326_204905,3616,0,2,-600
session_20250326_204905,3617,0,2,-500
session_20250326_204905,3618,0,2,-600
session_20250326_204905,3619,0,2,-500
session_20250326_204905,3620,0,2,-600
session_20250326_204905,3621,0,2,-800
session_20250326_204905,3622,0,2,-900
session_20250326_204905,3623,0,3,-1000
session_20250326_204905,3624,0,3,-1100
session_20250326_204905,3625,0,3,-900
session_20250326_204905,3626,0,3,-1000
session_20250326_204905,3627,0,3,-800
session_20250326_204905,3628,0,2,-600
session_20250326_204905,3629,0,2,-400
session_20250326_204905,3630,0,2,-500
session_20250326_204905,3631,0,2,-300
session_20250326_204905,3632,0,2,-400
session_20250326_204905,3633,0,2,-200
session_20250326_204905,3634,0,2,-300
session_20250326_204905,3635,0,3,-100
session_20250326_204905,3636,0,3,-200
session_20250326_204905,3637,1,3,0
session_20250326_204905,3638,2,3,-100
session_20250326_204905,3639,3,3,100
session_20250326_204905,3640,4,3,0
session_20250326_204905,3641,5,3,200
session_20250326_204905,3642,6,3,100
session_20250326_204905,3643,7,3,300
session_20250326_204905,3644,8,3,200
session_20250326_204905,3645,0,1,-50
session_20250326_204905,3646,0,0,0
session_20250326_204905,3647,0,0,100
session_20250326_204905,3648,0,0,0
session_20250326_204905,3649,0,1,-50
session_20250326_204905,3650,0,0,0
session_20250326_204905,3651,0,0,100
session_20250326_204905,3652,0,0,0
session_20250326_204905,3653,0,1,-200
session_20250326_204905,3654,0,1,-300
session_20250326_204905,3655,0,1,-200
session_20250326_204905,3656,0,1,-300
session_20250326_204905,3657,0,2,-500
session_20250326_204905,3658,0,1,-300
session_20250326_204905,3659,0,1,-200
session_20250326_204905,3660,0,1,-300
session_20250326_204905,3661,0,1,-200
session_20250326_204905,3662,0,1,-300
session_20250326_204905,3663,0,1,-200
session_20250326_204905,3664,0,1,-300
session_20250326_204905,3665,0,1,-200
session_20250326_204905,3666,0,1,-300
session_20250326_204905,3667,0,1,-200
session_20250326_204905,3668,0,1,-300
session_20250326_204905,3669,0,1,-200
session_20250326_204905,3670,0,1,-300
session_20250326_204905,3671,0,1,-200
session_20250326_204905,3672,0,1,-300
session_20250326_204905,3673,0,1,-200
session_20250326_204905,3674,0,1,-300
session_20250326_204905,3675,0,1,-200
session_20250326_204905,3676,0,1,-300
session_20250326_204905,3677,0,1,-200
session_20250326_204905,3678,0,1,-300
session_20250326_204905,3679,0,1,-200
session_20250326_204905,3680,0,1,-300
session_20250326_204905,3681,0,1,-200
session_20250326_204905,3682,0,1,-300
session_20250326_204905,3683,0,1,-200
session_20250326_204905,3684,0,1,-300
session_20250326_204905,3685,0,1,-200
session_20250326_204905,3686,0,1,-50
session_20250326_204905,3687,0,0,0
session_20250326_204905,3688,0,0,100
session_20250326_204905,3689,0,0,0
session_20250326_204905,3690,0,1,-50
session_20250326_204905,3691,0,0,0
session_20250326_204905,3692,0,0,100
session_20250326_204905,3693,0,0,0
session_20250326_204905,3694,0,1,-200
session_20250326_204905,3695,0,1,-300
session_20250326_204905,3696,0,1,-200
session_20250326_204905,3697,0,1,-300
session_20250326_204905,3698,0,2,-500
session_20250326_204905,3699,0,1,-300
session_20250326_204905,3700,0,1,-200
session_20250326_204905,3701,0,1,-300
session_20250326_204905,3702,0,1,-200
session_20250326_204905,3703,0,1,-300
session_20250326_204905,3704,0,1,-200
session_20250326_204905,3705,0,1,-300
session_20250326_204905,3706,0,1,-200
session_20250326_204905,3707,0,1,-300
session_20250326_204905,3708,0,1,-200
session_20250326_204905,3709,0,1,-300
session_20250326_204905,3710,1,1,-200
session_20250326_204905,3711,2,1,-300
session_20250326_204905,3712,3,1,-200
session_20250326_204905,3713,4,1,-300
session_20250326_204905,3714,5,1,-200
session_20250326_204905,3715,6,1,-300
session_20250326_204905,3716,7,1,-200
session_20250326_204905,3717,8,1,-300
session_20250326_204905,3718,0,1,-50
session_20250326_204905,3719,0,0,0
session_20250326_204905,3720,0,0,100
session_20250326_204905,3721,0,0,0
session_20250326_204905,3722,0,1,-50
session_20250326_204905,3723,0,0,0
session_20250326_204905,3724,0,0,100
session_20250326_204905,3725,0,0,0
session_20250326_204905,3726,0,1,-200
session_20250326_204905,3727,0,1,-300
session_20250326_204905,3728,0,1,-200
session_20250326_204905,3729,0,1,-300
session_20250326_204905,3730,0,2,-500
session_20250326_204905,3731,0,2,-600
session_20250326_204905,3732,0,2,-500
session_20250326_204905,3733,0,2,-600
session_20250326_204905,3734,0,2,-500
session_20250326_204905,3735,0,2,-600
session_20250326_204905,3736,0,2,-500
session_20250326_204905,3737,0,2,-600
session_20250326_204905,3738,0,2,-500
session_20250326_204905,3739,0,1,-300
session_20250326_204905,3740,0,1,-200
session_20250326_204905,3741,0,1,-300
session_20250326_204905,3742,0,1,-200
session_20250326_204905,3743,0,1,-300
session_20250326_204905,3744,0,1,-200
session_20250326_204905,3745,0,1,-300
session_20250326_204905,3746,0,1,-200
session_20250326_204905,3747,0,1,-300
session_20250326_204905,3748,0,1,-200
session_20250326_204905,3749,0,1,-300
session_20250326_204905,3750,0,1,-200
session_20250326_204905,3751,0,1,-300
session_20250326_204905,3752,0,1,-200
session_20250326_204905,3753,0,1,-300
session_20250326_204905,3754,0,1,-200
session_20250326_204905,3755,0,1,-300
session_20250326_204905,3756,1,1,-200
session_20250326_204905,3757,2,1,-300
session_20250326_204905,3758,3,2,-200
session_20250326_204905,3759,4,2,-300
session_20250326_204905,3760,5,2,-200
session_20250326_204905,3761,6,2,-300
session_20250326_204905,3762,7,2,-200
session_20250326_204905,3763,8,2,-300
session_20250326_204905,3764,0,1,-50
session_20250326_204905,3765,0,0,0
session_20250326_204905,3766,0,0,100
session_20250326_204905,3767,0,0,0
session_20250326_204905,3768,0,1,-50
session_20250326_204905,3769,0,0,0
session_20250326_204905,3770,0,0,100
session_20250326_204905,3771,0,0,0
session_20250326_204905,3772,0,1,-200
session_20250326_204905,3773,0,0,0
session_20250326_204905,3774,0,0,100
session_20250326_204905,3775,0,0,0
session_20250326_204905,3776,0,1,-200
session_20250326_204905,3777,0,1,-300
session_20250326_204905,3778,0,1,-200
session_20250326_204905,3779,0,1,-300
session_20250326_204905,3780,0,1,-200
session_20250326_204905,3781,0,1,-300
session_20250326_204905,3782,0,1,-200
session_20250326_204905,3783,0,1,-300
session_20250326_204905,3784,0,1,-200
session_20250326_204905,3785,0,1,-300
session_20250326_204905,3786,0,1,-200
session_20250326_204905,3787,0,1,-300
session_20250326_204905,3788,0,1,-200
session_20250326_204905,3789,0,1,-300
session_20250326_204905,3790,0,1,-200
session_20250326_204905,3791,0,1,-300
session_20250326_204905,3792,0,1,-200
session_20250326_204905,3793,0,1,-300
session_20250326_204905,3794,0,1,-200
session_20250326_204905,3795,0,1,-300
session_20250326_204905,3796,0,1,-200
session_20250326_204905,3797,0,1,-300
session_20250326_204905,3798,0,1,-200
session_20250326_204905,3799,0,1,-300
session_20250326_204905,3800,0,1,-200
session_20250326_204905,3801,0,1,-300
session_20250326_204905,3802,0,1,-200
session_20250326_204905,3803,0,1,-300
session_20250326_204905,3804,0,1,-200
session_20250326_204905,3805,0,0,-300
session_20250326_204905,3806,0,0,-200
session_20250326_204905,3807,0,0,-300
session_20250326_204905,3808,0,0,-200
session_20250326_204905,3809,0,0,-300
session_20250326_204905,3810,0,0,-200
session_20250326_204905,3811,0,0,-300
session_20250326_204905,3812,0,0,-200
session_20250326_204905,3813,0,0,-300
session_20250326_204905,3814,1,0,-200
session_20250326_204905,3815,2,0,-300
session_20250326_204905,3816,3,0,-200
session_20250326_204905,3817,4,0,-300
session_20250326_204905,3818,5,0,-200
session_20250326_204905,3819,6,0,-300
session_20250326_204905,3820,7,1,-200
session_20250326_204905,3821,8,1,-300
session_20250326_204905,3822,0,1,-50
session_20250326_204905,3823,0,0,0
session_20250326_204905,3824,0,0,100
session_20250326_204905,3825,0,0,0
session_20250326_204905,3826,0,1,-50
session_20250326_204905,3827,0,0,0
session_20250326_204905,3828,0,0,100
session_20250326_204905,3829,0,0,0
session_20250326_204905,3830,0,1,-200
session_20250326_204905,3831,0,1,-300
session_20250326_204905,3832,0,1,-200
session_20250326_204905,3833,0,1,-300
session_20250326_204905,3834,0,2,-500
session_20250326_204905,3835,0,2,-600
session_20250326_204905,3836,0,2,-500
session_20250326_204905,3837,0,2,-600
session_20250326_204905,3838,0,2,-500
session_20250326_204905,3839,0,2,-600
session_20250326_204905,3840,0,2,-500
session_20250326_204905,3841,0,2,-600
session_20250326_204905,3842,0,2,-500
session_20250326_204905,3843,0,2,-600
session_20250326_204905,3844,0,2,-800
session_20250326_204905,3845,0,1,-600
session_20250326_204905,3846,0,2,-700
session_20250326_204905,3847,0,2,-800
session_20250326_204905,3848,1,2,-600
session_20250326_204905,3849,2,2,-700
session_20250326_204905,3850,3,3,-800
session_20250326_204905,3851,4,3,-900
session_20250326_204905,3852,5,3,-700
session_20250326_204905,3853,6,3,-800
session_20250326_204905,3854,7,3,-600
session_20250326_204905,3855,8,3,-700
session_20250326_204905,3856,0,1,-50
session_20250326_204905,3857,0,0,0
session_20250326_204905,3858,0,0,100
session_20250326_204905,3859,0,0,0
session_20250326_204905,3860,0,1,-50
session_20250326_204905,3861,0,0,0
session_20250326_204905,3862,0,0,100
session_20250326_204905,3863,0,0,0
session_20250326_204905,3864,0,1,-200
session_20250326_204905,3865,0,0,0
session_20250326_204905,3866,0,0,100
session_20250326_204905,3867,0,0,0
session_20250326_204905,3868,0,1,-200
session_20250326_204905,3869,0,1,-300
session_20250326_204905,3870,0,1,-200
session_20250326_204905,3871,0,1,-300
session_20250326_204905,3872,0,1,-200
session_20250326_204905,3873,0,1,-300
session_20250326_204905,3874,0,1,-200
session_20250326_204905,3875,0,1,-300
session_20250326_204905,3876,0,1,-200
session_20250326_204905,3877,0,1,-300
session_20250326_204905,3878,0,1,-200
session_20250326_204905,3879,0,1,-300
session_20250326_204905,3880,1,1,-500
session_20250326_204905,3881,2,1,-600
session_20250326_204905,3882,3,2,-700
session_20250326_204905,3883,4,2,-800
session_20250326_204905,3884,5,2,-600
session_20250326_204905,3885,6,2,-700
session_20250326_204905,3886,7,3,-800
session_20250326_204905,3887,8,3,-900
session_20250326_204905,3888,0,1,-50
session_20250326_204905,3889,0,0,0
session_20250326_204905,3890,0,0,100
session_20250326_204905,3891,0,0,0
session_20250326_204905,3892,0,1,-50
session_20250326_204905,3893,0,0,0
session_20250326_204905,3894,0,0,100
session_20250326_204905,3895,0,0,0
session_20250326_204905,3896,0,1,-200
session_20250326_204905,3897,0,1,-300
session_20250326_204905,3898,0,1,-200
session_20250326_204905,3899,0,0,0
session_20250326_204905,3900,0,1,-200
session_20250326_204905,3901,0,1,-300
session_20250326_204905,3902,0,1,-200
session_20250326_204905,3903,0,1,-300
session_20250326_204905,3904,0,1,-200
session_20250326_204905,3905,0,1,-300
session_20250326_204905,3906,0,1,-200
session_20250326_204905,3907,0,1,-300
session_20250326_204905,3908,0,1,-200
session_20250326_204905,3909,0,1,-300
session_20250326_204905,3910,0,1,-500
session_20250326_204905,3911,0,1,-600
session_20250326_204905,3912,0,2,-700
session_20250326_204905,3913,0,2,-800
session_20250326_204905,3914,0,2,-600
session_20250326_204905,3915,0,2,-700
session_20250326_204905,3916,0,2,-500
session_20250326_204905,3917,0,2,-600
session_20250326_204905,3918,0,2,-400
session_20250326_204905,3919,0,2,-500
session_20250326_204905,3920,0,2,-300
session_20250326_204905,3921,0,2,-400
session_20250326_204905,3922,0,2,-200
session_20250326_204905,3923,0,2,-300
session_20250326_204905,3924,1,2,-100
session_20250326_204905,3925,2,2,-200
session_20250326_204905,3926,3,2,0
session_20250326_204905,3927,4,2,-100
session_20250326_204905,3928,5,2,100
session_20250326_204905,3929,6,2,0
session_20250326_204905,3930,7,2,200
session_20250326_204905,3931,8,2,100
session_20250326_204905,3932,0,1,-50
session_20250326_204905,3933,0,0,0
session_20250326_204905,3934,0,0,100
session_20250326_204905,3935,0,0,0
session_20250326_204905,3936,0,1,-50
session_20250326_204905,3937,0,0,0
session_20250326_204905,3938,0,0,100
session_20250326_204905,3939,0,0,0
session_20250326_204905,3940,0,1,-200
session_20250326_204905,3941,0,1,-300
session_20250326_204905,3942,0,1,-200
session_20250326_204905,3943,0,1,-300
session_20250326_204905,3944,0,2,-500
session_20250326_204905,3945,0,2,-600
