SessionID,Step,Loss,TDError,AvgQValue
session_20250326_204905,237,,,-3.385987
session_20250326_204905,238,,,-2.986205
session_20250326_204905,239,,,-3.383095
session_20250326_204905,240,,,-4.626701
session_20250326_204905,241,,,-1.818423
session_20250326_204905,242,,,-0.2126936
session_20250326_204905,243,,,-5.598173
session_20250326_204905,244,,,-7.603775
session_20250326_204905,245,,,-2.824559
session_20250326_204905,246,,,-4.253718
session_20250326_204905,247,,,-6.903369
session_20250326_204905,248,,,-3.33389
session_20250326_204905,249,,,-3.836044
session_20250326_204905,250,,,-3.172862
session_20250326_204905,251,,,-4.414009
session_20250326_204905,252,,,-3.385987
session_20250326_204905,253,,,-5.014244
session_20250326_204905,254,,,-3.584862
session_20250326_204905,255,,,-3.514821
session_20250326_204905,256,,,-2.367417
session_20250326_204905,257,,,-1.388217
session_20250326_204905,258,,,-4.894889
session_20250326_204905,259,,,-2.222618
session_20250326_204905,260,,,-8.108537
session_20250326_204905,261,,,-4.237594
session_20250326_204905,262,,,-8.909058
session_20250326_204905,263,,,-11.33142
session_20250326_204905,264,,,-6.762809
session_20250326_204905,265,,,-10.75177
session_20250326_204905,266,,,-14.23716
session_20250326_204905,267,,,-12.51902
session_20250326_204905,268,,,-13.32763
session_20250326_204905,269,,,-12.73512
session_20250326_204905,270,,,-3.836044
session_20250326_204905,271,,,-3.172862
session_20250326_204905,272,,,-4.414009
session_20250326_204905,273,,,-3.385987
session_20250326_204905,274,,,-5.014244
session_20250326_204905,275,,,-3.939223
session_20250326_204905,276,,,-3.135108
session_20250326_204905,277,,,-1.178099
session_20250326_204905,278,,,-3.884238
session_20250326_204905,279,,,-5.761172
session_20250326_204905,280,,,-6.155003
session_20250326_204905,281,,,-4.776135
session_20250326_204905,282,,,-6.933868
session_20250326_204905,283,,,-9.272251
session_20250326_204905,284,,,-7.483065
session_20250326_204905,285,,,-7.843949
session_20250326_204905,286,,,-3.836044
session_20250326_204905,287,,,-3.172862
session_20250326_204905,288,,,-4.414009
session_20250326_204905,289,,,-5.014244
session_20250326_204905,290,,,-3.405037
session_20250326_204905,291,,,-4.127474
session_20250326_204905,292,,,-5.773615
session_20250326_204905,293,,,-7.484493
session_20250326_204905,294,,,-7.218027
session_20250326_204905,295,,,-13.17247
session_20250326_204905,296,,,-9.810038
session_20250326_204905,297,,,-3.385987
session_20250326_204905,298,,,-5.014244
session_20250326_204905,299,,,-3.538745
session_20250326_204905,300,,,-3.997566
session_20250326_204905,301,,,-2.298778
session_20250326_204905,302,,,-3.227383
session_20250326_204905,303,,,-3.429585
session_20250326_204905,304,,,-4.047603
session_20250326_204905,305,,,-5.619488
session_20250326_204905,306,,,-7.016163
session_20250326_204905,307,,,-7.880875
session_20250326_204905,308,,,-10.65741
session_20250326_204905,309,,,-9.183194
session_20250326_204905,310,,,-9.054383
session_20250326_204905,311,,,-3.836044
session_20250326_204905,312,,,-3.172862
session_20250326_204905,313,,,-4.414009
session_20250326_204905,314,,,-3.385987
session_20250326_204905,315,,,-5.014244
session_20250326_204905,316,,,-2.986205
session_20250326_204905,317,,,-3.455561
session_20250326_204905,318,,,-4.222669
session_20250326_204905,319,,,-2.92573
session_20250326_204905,320,,,-7.662607
session_20250326_204905,321,,,-11.31571
session_20250326_204905,322,,,-12.3704
session_20250326_204905,323,,,-10.50817
session_20250326_204905,324,,,-8.77288
session_20250326_204905,325,,,-10.90103
session_20250326_204905,326,,,-10.27292
session_20250326_204905,327,,,-9.859291
session_20250326_204905,328,,,-8.862373
session_20250326_204905,329,,,-8.034651
session_20250326_204905,330,,,-14.27727
session_20250326_204905,331,,,-3.836044
session_20250326_204905,332,,,-4.414009
session_20250326_204905,333,,,-3.385987
session_20250326_204905,334,,,-5.014244
session_20250326_204905,335,,,-3.584862
session_20250326_204905,336,,,-4.67997
session_20250326_204905,337,,,-1.812883
session_20250326_204905,338,,,-3.828745
session_20250326_204905,339,,,-7.517465
session_20250326_204905,340,,,-3.935484
session_20250326_204905,341,,,-6.612399
session_20250326_204905,342,,,-8.523015
session_20250326_204905,343,,,-5.39839
session_20250326_204905,344,,,-6.273176
session_20250326_204905,345,,,-6.010381
session_20250326_204905,346,,,-3.836044
session_20250326_204905,347,,,-3.172862
session_20250326_204905,348,,,-4.414009
session_20250326_204905,349,,,-3.385987
session_20250326_204905,350,,,-5.014244
session_20250326_204905,351,,,-2.070487
session_20250326_204905,352,,,-1.065506
session_20250326_204905,353,,,-4.038553
session_20250326_204905,354,,,-4.482188
session_20250326_204905,355,,,-6.578456
session_20250326_204905,356,,,-5.162855
session_20250326_204905,357,,,-3.851116
session_20250326_204905,358,,,-5.916017
session_20250326_204905,359,,,-7.21779
session_20250326_204905,360,,,-7.519095
session_20250326_204905,361,,,-11.36213
session_20250326_204905,362,,,-3.836044
session_20250326_204905,363,,,-3.172862
session_20250326_204905,364,,,-4.414009
session_20250326_204905,365,,,-3.385987
session_20250326_204905,366,,,-5.014244
session_20250326_204905,367,,,-3.584862
session_20250326_204905,368,,,-4.254738
session_20250326_204905,369,,,-3.327485
session_20250326_204905,370,,,-3.606322
session_20250326_204905,371,,,-6.90506
session_20250326_204905,372,,,-3.119582
session_20250326_204905,373,,,-8.632201
session_20250326_204905,374,,,-7.316596
session_20250326_204905,375,,,-9.380477
session_20250326_204905,376,,,-5.71981
session_20250326_204905,377,,,-5.317039
session_20250326_204905,378,,,-2.474444
session_20250326_204905,379,,,-7.17907
session_20250326_204905,380,,,-7.974867
session_20250326_204905,381,,,-9.247101
session_20250326_204905,382,,,-3.836044
session_20250326_204905,383,,,-3.172862
session_20250326_204905,384,,,-3.385987
session_20250326_204905,385,,,-5.014244
session_20250326_204905,386,,,-2.28847
session_20250326_204905,387,,,-2.595953
session_20250326_204905,388,,,-3.081451
session_20250326_204905,389,,,-3.241272
session_20250326_204905,390,,,-6.224054
session_20250326_204905,391,,,-4.057252
session_20250326_204905,392,,,-2.482949
session_20250326_204905,393,,,-6.372798
session_20250326_204905,394,,,-8.359488
session_20250326_204905,395,,,-7.779691
session_20250326_204905,396,,,-7.531115
session_20250326_204905,397,,,-7.499833
session_20250326_204905,398,,,-3.836044
session_20250326_204905,399,,,-3.172862
session_20250326_204905,400,,,-3.385987
session_20250326_204905,401,,,-5.014244
session_20250326_204905,402,,,-3.538745
session_20250326_204905,403,,,-3.594649
session_20250326_204905,404,,,-4.268109
session_20250326_204905,405,,,-7.516294
session_20250326_204905,406,,,-5.621023
session_20250326_204905,407,,,-4.47171
session_20250326_204905,408,,,-6.15729
session_20250326_204905,409,,,-6.967976
session_20250326_204905,410,,,-3.448913
session_20250326_204905,411,,,-7.289459
session_20250326_204905,412,,,-9.552912
session_20250326_204905,413,,,-3.836044
session_20250326_204905,414,,,-3.172862
session_20250326_204905,415,,,-4.414009
session_20250326_204905,416,,,-3.385987
session_20250326_204905,417,,,-5.014244
session_20250326_204905,418,,,-3.538745
session_20250326_204905,419,,,-5.369959
session_20250326_204905,420,,,-4.645934
session_20250326_204905,421,,,0.8626627
session_20250326_204905,422,,,-1.167473
session_20250326_204905,423,,,-1.523154
session_20250326_204905,424,,,-5.204862
session_20250326_204905,425,,,-6.051383
session_20250326_204905,426,,,-9.195002
session_20250326_204905,427,,,-4.577446
session_20250326_204905,428,,,-4.509755
session_20250326_204905,429,,,-10.23852
session_20250326_204905,430,,,-9.519278
session_20250326_204905,431,,,-13.09337
session_20250326_204905,432,,,-14.42274
session_20250326_204905,433,,,-3.836044
session_20250326_204905,434,,,-3.385987
session_20250326_204905,435,,,-5.014244
session_20250326_204905,436,,,-3.121537
session_20250326_204905,437,,,-2.004375
session_20250326_204905,438,,,-1.428282
session_20250326_204905,439,,,-7.309233
session_20250326_204905,440,,,-3.616781
session_20250326_204905,441,,,-7.150085
session_20250326_204905,442,,,-7.036297
session_20250326_204905,443,,,-10.75729
session_20250326_204905,444,,,-9.763985
session_20250326_204905,445,,,-8.089376
session_20250326_204905,446,,,-8.543474
session_20250326_204905,447,,,-10.08987
session_20250326_204905,448,,,-3.836044
session_20250326_204905,449,,,-4.414009
session_20250326_204905,450,,,-3.385987
session_20250326_204905,451,,,-5.014244
session_20250326_204905,452,,,-0.9546955
session_20250326_204905,453,,,-4.54642
session_20250326_204905,454,,,-7.303687
session_20250326_204905,455,,,-3.125937
session_20250326_204905,456,,,-4.919165
session_20250326_204905,457,,,-6.740936
session_20250326_204905,458,,,-8.285203
session_20250326_204905,459,,,-4.639539
session_20250326_204905,460,,,-2.567899
session_20250326_204905,461,,,-3.103532
session_20250326_204905,462,,,-8.024347
session_20250326_204905,463,,,-6.100827
session_20250326_204905,464,,,-5.960069
session_20250326_204905,465,,,-3.836044
session_20250326_204905,466,,,-3.172862
session_20250326_204905,467,,,-3.385987
session_20250326_204905,468,,,-3.538745
session_20250326_204905,469,,,-4.421606
session_20250326_204905,470,,,-5.17506
session_20250326_204905,471,,,-3.688626
session_20250326_204905,472,,,-5.814646
session_20250326_204905,473,,,-1.652573
session_20250326_204905,474,,,-3.668748
session_20250326_204905,475,,,-7.56524
session_20250326_204905,476,,,-12.6344
session_20250326_204905,477,,,-8.714572
session_20250326_204905,478,,,-10.82435
session_20250326_204905,479,,,-11.91865
session_20250326_204905,480,,,-16.28064
session_20250326_204905,481,,,-14.79642
session_20250326_204905,482,,,-14.81543
session_20250326_204905,483,,,-17.20044
session_20250326_204905,484,,,-3.836044
session_20250326_204905,485,,,-4.414009
session_20250326_204905,486,,,-5.014244
session_20250326_204905,487,,,-3.405037
session_20250326_204905,488,,,-3.970783
session_20250326_204905,489,,,-2.450033
session_20250326_204905,490,,,-7.714746
session_20250326_204905,491,,,-5.760267
session_20250326_204905,492,,,-5.154417
session_20250326_204905,493,,,-10.25371
session_20250326_204905,494,,,-10.98017
session_20250326_204905,495,,,-10.68285
session_20250326_204905,496,,,-7.975724
session_20250326_204905,497,,,-12.57811
session_20250326_204905,498,,,-11.98255
session_20250326_204905,499,,,-3.836044
session_20250326_204905,500,,,-3.172862
session_20250326_204905,501,,,-4.414009
session_20250326_204905,502,,,-3.385987
session_20250326_204905,503,,,-5.014244
session_20250326_204905,504,,,-3.121537
session_20250326_204905,505,,,-5.965549
session_20250326_204905,506,,,-1.692304
session_20250326_204905,507,,,-4.064176
session_20250326_204905,508,,,-2.35041
session_20250326_204905,509,,,-6.949383
session_20250326_204905,510,,,-4.281141
session_20250326_204905,511,,,-4.77957
session_20250326_204905,512,,,-1.204412
session_20250326_204905,513,,,-2.0382
session_20250326_204905,514,,,-4.799852
session_20250326_204905,515,,,-5.100846
session_20250326_204905,516,,,-7.237702
session_20250326_204905,517,,,-4.502701
session_20250326_204905,518,,,-8.231163
session_20250326_204905,519,,,-6.025139
session_20250326_204905,520,,,-8.221935
session_20250326_204905,521,,,-3.836044
session_20250326_204905,522,,,-3.172862
session_20250326_204905,523,,,-4.414009
session_20250326_204905,524,,,-3.385987
session_20250326_204905,525,,,-5.014244
session_20250326_204905,526,,,-3.121537
session_20250326_204905,527,,,-5.802614
session_20250326_204905,528,,,-2.441815
session_20250326_204905,529,,,-7.164979
session_20250326_204905,530,,,-5.809415
session_20250326_204905,531,,,-5.200893
session_20250326_204905,532,,,-5.982559
session_20250326_204905,533,,,-5.730151
session_20250326_204905,534,,,-1.318364
session_20250326_204905,535,,,-1.921234
session_20250326_204905,536,,,-6.831271
session_20250326_204905,537,,,-3.836044
session_20250326_204905,538,,,-3.172862
session_20250326_204905,539,,,-4.414009
session_20250326_204905,540,,,-5.014244
session_20250326_204905,541,,,-3.538745
session_20250326_204905,542,,,-2.301117
session_20250326_204905,543,,,-2.982343
session_20250326_204905,544,,,-0.03140929
session_20250326_204905,545,,,-3.729074
session_20250326_204905,546,,,-2.63929
session_20250326_204905,547,,,-8.10749
session_20250326_204905,548,,,-9.677633
session_20250326_204905,549,,,-5.991652
session_20250326_204905,550,,,-9.487344
session_20250326_204905,551,,,-8.387282
session_20250326_204905,552,,,-8.780256
session_20250326_204905,553,,,-9.010316
session_20250326_204905,554,,,-12.0161
session_20250326_204905,555,,,-10.1368
session_20250326_204905,556,,,-10.77942
session_20250326_204905,557,,,-10.52706
session_20250326_204905,558,,,-10.99224
session_20250326_204905,559,,,-3.836044
session_20250326_204905,560,,,-3.172862
session_20250326_204905,561,,,-4.414009
session_20250326_204905,562,,,-3.385987
session_20250326_204905,563,,,-2.986205
session_20250326_204905,564,,,-4.342618
session_20250326_204905,565,,,-3.898991
session_20250326_204905,566,,,-4.552424
session_20250326_204905,567,,,-2.925917
session_20250326_204905,568,,,-2.445011
session_20250326_204905,569,,,-3.530993
session_20250326_204905,570,,,-4.472915
session_20250326_204905,571,,,-5.713202
session_20250326_204905,572,,,-7.052094
session_20250326_204905,573,,,-8.570427
session_20250326_204905,574,,,-11.11802
session_20250326_204905,575,,,-10.05916
session_20250326_204905,576,,,-10.78961
session_20250326_204905,577,,,-12.43919
session_20250326_204905,578,,,-14.74284
session_20250326_204905,579,,,-15.77167
session_20250326_204905,580,,,-3.836044
session_20250326_204905,581,,,-3.172862
session_20250326_204905,582,,,-4.414009
session_20250326_204905,583,,,-3.385987
session_20250326_204905,584,,,-3.538745
session_20250326_204905,585,,,-4.787265
session_20250326_204905,586,,,-4.937172
session_20250326_204905,587,,,-5.171325
session_20250326_204905,588,,,-7.21536
session_20250326_204905,589,,,-7.248133
session_20250326_204905,590,,,-6.594955
session_20250326_204905,591,,,-7.762953
session_20250326_204905,592,,,-12.76154
session_20250326_204905,593,,,-11.21092
session_20250326_204905,594,,,-10.00708
session_20250326_204905,595,,,-9.31449
session_20250326_204905,596,,,-8.234124
session_20250326_204905,597,,,-10.39099
session_20250326_204905,598,,,-10.50385
session_20250326_204905,599,,,-9.973418
session_20250326_204905,600,,,-3.836044
session_20250326_204905,601,,,-3.172862
session_20250326_204905,602,,,-4.414009
session_20250326_204905,603,,,-3.385987
session_20250326_204905,604,,,-5.014244
session_20250326_204905,605,,,-3.538745
session_20250326_204905,606,,,-6.307389
session_20250326_204905,607,,,-6.209221
session_20250326_204905,608,,,-2.171551
session_20250326_204905,609,,,-1.983019
session_20250326_204905,610,,,-2.930229
session_20250326_204905,611,,,-7.123365
session_20250326_204905,612,,,-9.614743
session_20250326_204905,613,,,-6.684666
session_20250326_204905,614,,,-6.993045
session_20250326_204905,615,,,-6.935577
session_20250326_204905,616,,,-10.97668
session_20250326_204905,617,,,-3.836044
session_20250326_204905,618,,,-3.172862
session_20250326_204905,619,,,-4.414009
session_20250326_204905,620,,,-3.385987
session_20250326_204905,621,,,-5.014244
session_20250326_204905,622,,,-3.538745
session_20250326_204905,623,,,-4.386455
session_20250326_204905,624,,,-6.336288
session_20250326_204905,625,,,-2.860778
session_20250326_204905,626,,,-5.227117
session_20250326_204905,627,,,-3.00368
session_20250326_204905,628,,,-5.659665
session_20250326_204905,629,,,-10.28605
session_20250326_204905,630,,,-6.173092
session_20250326_204905,631,,,-4.719402
session_20250326_204905,632,,,-7.349641
session_20250326_204905,633,,,-3.836044
session_20250326_204905,634,,,-3.172862
session_20250326_204905,635,,,-3.385987
session_20250326_204905,636,,,-5.014244
session_20250326_204905,637,,,-3.584862
session_20250326_204905,638,,,-3.357966
session_20250326_204905,639,,,-2.538177
session_20250326_204905,640,,,-7.654058
session_20250326_204905,641,,,-5.726824
session_20250326_204905,642,,,-5.127998
session_20250326_204905,643,,,-8.635909
session_20250326_204905,644,,,-8.213655
session_20250326_204905,645,,,-3.836044
session_20250326_204905,646,,,-3.172862
session_20250326_204905,647,,,-4.414009
session_20250326_204905,648,,,-3.385987
session_20250326_204905,649,,,-5.014244
session_20250326_204905,650,,,-3.538745
session_20250326_204905,651,,,-2.508074
session_20250326_204905,652,,,-4.105323
session_20250326_204905,653,,,-6.22689
session_20250326_204905,654,,,-2.449028
session_20250326_204905,655,,,-2.573956
session_20250326_204905,656,,,-4.760832
session_20250326_204905,657,,,-7.284805
session_20250326_204905,658,,,-7.127916
session_20250326_204905,659,,,-7.614781
session_20250326_204905,660,,,-3.836044
session_20250326_204905,661,,,-3.172862
session_20250326_204905,662,,,-4.414009
session_20250326_204905,663,,,-3.385987
session_20250326_204905,664,,,-5.014244
session_20250326_204905,665,,,-0.9546955
session_20250326_204905,666,,,-5.106572
session_20250326_204905,667,,,-2.744977
session_20250326_204905,668,,,-2.389185
session_20250326_204905,669,,,-1.864913
session_20250326_204905,670,,,-1.143207
session_20250326_204905,671,,,-5.947676
session_20250326_204905,672,,,-4.392535
session_20250326_204905,673,,,-9.052107
session_20250326_204905,674,,,-6.141264
session_20250326_204905,675,,,-9.639294
session_20250326_204905,676,,,-7.597773
session_20250326_204905,677,,,-8.470418
session_20250326_204905,678,,,-9.423411
session_20250326_204905,679,,,-7.017472
session_20250326_204905,680,,,-3.836044
session_20250326_204905,681,,,-3.172862
session_20250326_204905,682,,,-4.414009
session_20250326_204905,683,,,-3.385987
session_20250326_204905,684,,,-5.014244
session_20250326_204905,685,,,-3.121537
session_20250326_204905,686,,,-5.475651
session_20250326_204905,687,,,-5.009755
session_20250326_204905,688,,,-6.952052
session_20250326_204905,689,,,-2.873026
session_20250326_204905,690,,,-6.53742
session_20250326_204905,691,,,-4.975111
session_20250326_204905,692,,,-1.462031
session_20250326_204905,693,,,-3.374853
session_20250326_204905,694,,,-4.744909
session_20250326_204905,695,,,-3.836044
session_20250326_204905,696,,,-3.172862
session_20250326_204905,697,,,-4.414009
session_20250326_204905,698,,,-3.385987
session_20250326_204905,699,,,-5.014244
session_20250326_204905,700,,,-3.405037
session_20250326_204905,701,,,-3.253558
session_20250326_204905,702,,,0.4978883
session_20250326_204905,703,,,-4.837989
session_20250326_204905,704,,,-4.588367
session_20250326_204905,705,,,-4.686031
session_20250326_204905,706,,,-1.134861
session_20250326_204905,707,,,-4.972123
session_20250326_204905,708,,,-6.299939
session_20250326_204905,709,,,-1.04387
session_20250326_204905,710,,,-5.82792
session_20250326_204905,711,,,-6.886742
session_20250326_204905,712,,,-3.836044
session_20250326_204905,713,,,-3.172862
session_20250326_204905,714,,,-4.414009
session_20250326_204905,715,,,-3.385987
session_20250326_204905,716,,,-5.014244
session_20250326_204905,717,,,-3.121537
session_20250326_204905,718,,,-2.266057
session_20250326_204905,719,,,-0.7686883
session_20250326_204905,720,,,-3.053797
session_20250326_204905,721,,,-1.214155
session_20250326_204905,722,,,-2.563861
session_20250326_204905,723,,,-0.1903749
session_20250326_204905,724,,,-3.290126
session_20250326_204905,725,,,-5.079282
session_20250326_204905,726,,,-2.537226
session_20250326_204905,727,,,-3.836044
session_20250326_204905,728,,,-3.172862
session_20250326_204905,729,,,-4.414009
session_20250326_204905,730,,,-3.385987
session_20250326_204905,731,,,-2.224511
