SessionID,Episode,Reward,CumulativeReward,ExplorationRate
session_20250326_204905,138,0,0,0.1
session_20250326_204905,139,0,0,0.1
session_20250326_204905,140,0,0,0.1
session_20250326_204905,141,0,0,0.1
session_20250326_204905,142,262,262,0.1
session_20250326_204905,143,0,262,0.1
session_20250326_204905,144,0,262,0.1
session_20250326_204905,145,0,262,0.1
session_20250326_204905,146,0,262,0.1
session_20250326_204905,147,0,262,0.1
session_20250326_204905,148,0,262,0.1
session_20250326_204905,149,0,262,0.1
session_20250326_204905,150,0,262,0.1
session_20250326_204905,151,0,262,0.1
session_20250326_204905,152,0,0,0.1
session_20250326_204905,153,0,0,0.1
session_20250326_204905,154,0,0,0.1
session_20250326_204905,155,0,0,0.1
session_20250326_204905,156,0,0,0.1
session_20250326_204905,157,0,0,0.1
session_20250326_204905,158,0,0,0.1
session_20250326_204905,159,0,0,0.1
session_20250326_204905,160,0,0,0.1
session_20250326_204905,161,0,0,0.1
session_20250326_204905,162,0,0,0.1
session_20250326_204905,163,0,0,0.1
session_20250326_204905,164,0,0,0.1
session_20250326_204905,165,262,262,0.1
session_20250326_204905,166,0,262,0.1
session_20250326_204905,167,0,262,0.1
session_20250326_204905,168,0,0,0.1
session_20250326_204905,169,0,0,0.1
session_20250326_204905,170,0,0,0.1
session_20250326_204905,171,0,0,0.1
session_20250326_204905,172,0,0,0.1
session_20250326_204905,173,0,0,0.1
session_20250326_204905,174,262,262,0.1
session_20250326_204905,175,0,262,0.1
session_20250326_204905,176,0,262,0.1
session_20250326_204905,177,0,262,0.1
session_20250326_204905,178,0,262,0.1
session_20250326_204905,179,0,262,0.1
session_20250326_204905,180,0,262,0.1
session_20250326_204905,181,0,262,0.1
session_20250326_204905,182,0,262,0.1
session_20250326_204905,183,0,262,0.1
session_20250326_204905,184,0,262,0.1
session_20250326_204905,185,0,262,0.1
session_20250326_204905,186,0,262,0.1
session_20250326_204905,187,0,262,0.1
session_20250326_204905,188,0,0,0.1
session_20250326_204905,189,0,0,0.1
session_20250326_204905,190,0,0,0.1
session_20250326_204905,191,201,201,0.1
session_20250326_204905,192,0,201,0.1
session_20250326_204905,193,0,201,0.1
session_20250326_204905,194,0,201,0.1
session_20250326_204905,195,267,468,0.1
session_20250326_204905,196,0,468,0.1
session_20250326_204905,197,0,468,0.1
session_20250326_204905,198,0,468,0.1
session_20250326_204905,199,0,468,0.1
session_20250326_204905,200,0,468,0.1
session_20250326_204905,201,0,468,0.1
session_20250326_204905,202,0,468,0.1
session_20250326_204905,203,10,478,0.1
session_20250326_204905,204,0,478,0.1
session_20250326_204905,205,0,478,0.1
session_20250326_204905,206,0,478,0.1
session_20250326_204905,207,6,484,0.1
session_20250326_204905,208,196,196,0.1
session_20250326_204905,209,0,196,0.1
session_20250326_204905,210,0,196,0.1
session_20250326_204905,211,0,196,0.1
session_20250326_204905,212,0,196,0.1
session_20250326_204905,213,0,196,0.1
session_20250326_204905,214,0,196,0.1
session_20250326_204905,215,0,196,0.1
session_20250326_204905,216,0,196,0.1
session_20250326_204905,217,0,196,0.1
session_20250326_204905,218,0,196,0.1
session_20250326_204905,219,0,196,0.1
session_20250326_204905,220,0,196,0.1
session_20250326_204905,221,262,458,0.1
session_20250326_204905,222,0,458,0.1
session_20250326_204905,223,0,458,0.1
session_20250326_204905,224,0,458,0.1
session_20250326_204905,225,262,720,0.1
session_20250326_204905,226,0,0,0.1
session_20250326_204905,227,196,196,0.1
session_20250326_204905,228,0,196,0.1
session_20250326_204905,229,0,196,0.1
session_20250326_204905,230,0,196,0.1
session_20250326_204905,231,0,196,0.1
session_20250326_204905,232,262,458,0.1
session_20250326_204905,233,0,458,0.1
session_20250326_204905,234,0,458,0.1
session_20250326_204905,235,0,458,0.1
session_20250326_204905,236,0,458,0.1
session_20250326_204905,237,0,458,0.1
session_20250326_204905,238,0,458,0.1
session_20250326_204905,239,0,458,0.1
session_20250326_204905,240,0,458,0.1
session_20250326_204905,241,0,458,0.1
session_20250326_204905,242,0,458,0.1
session_20250326_204905,243,0,458,0.1
session_20250326_204905,244,0,458,0.1
session_20250326_204905,245,0,458,0.1
session_20250326_204905,246,0,458,0.1
session_20250326_204905,247,0,0,0.1
session_20250326_204905,248,0,0,0.1
session_20250326_204905,249,0,0,0.1
session_20250326_204905,250,0,0,0.1
session_20250326_204905,251,0,0,0.1
session_20250326_204905,252,0,0,0.1
session_20250326_204905,253,0,0,0.1
session_20250326_204905,254,0,0,0.1
session_20250326_204905,255,0,0,0.1
session_20250326_204905,256,0,0,0.1
session_20250326_204905,257,0,0,0.1
session_20250326_204905,258,0,0,0.1
session_20250326_204905,259,0,0,0.1
session_20250326_204905,260,0,0,0.1
session_20250326_204905,261,0,0,0.1
session_20250326_204905,262,0,0,0.1
session_20250326_204905,263,0,0,0.1
session_20250326_204905,264,0,0,0.1
session_20250326_204905,265,0,0,0.1
session_20250326_204905,266,0,0,0.1
session_20250326_204905,267,0,0,0.1
session_20250326_204905,268,0,0,0.1
session_20250326_204905,269,0,0,0.1
session_20250326_204905,270,0,0,0.1
session_20250326_204905,271,0,0,0.1
session_20250326_204905,272,0,0,0.1
session_20250326_204905,273,0,0,0.1
session_20250326_204905,274,0,0,0.1
session_20250326_204905,275,0,0,0.1
session_20250326_204905,276,262,262,0.1
session_20250326_204905,277,0,262,0.1
session_20250326_204905,278,0,262,0.1
session_20250326_204905,279,0,262,0.1
session_20250326_204905,280,0,262,0.1
session_20250326_204905,281,0,262,0.1
session_20250326_204905,282,6,268,0.1
session_20250326_204905,283,0,0,0.1
session_20250326_204905,284,0,0,0.1
session_20250326_204905,285,0,0,0.1
session_20250326_204905,286,0,0,0.1
session_20250326_204905,287,0,0,0.1
session_20250326_204905,288,0,0,0.1
session_20250326_204905,289,0,0,0.1
session_20250326_204905,290,0,0,0.1
session_20250326_204905,291,0,0,0.1
session_20250326_204905,292,0,0,0.1
session_20250326_204905,293,0,0,0.1
session_20250326_204905,294,0,0,0.1
session_20250326_204905,295,0,0,0.1
session_20250326_204905,296,0,0,0.1
session_20250326_204905,297,0,0,0.1
session_20250326_204905,298,0,0,0.1
session_20250326_204905,299,0,0,0.1
session_20250326_204905,300,0,0,0.1
session_20250326_204905,301,0,0,0.1
session_20250326_204905,302,0,0,0.1
session_20250326_204905,303,0,0,0.1
session_20250326_204905,304,0,0,0.1
session_20250326_204905,305,0,0,0.1
session_20250326_204905,306,0,0,0.1
session_20250326_204905,307,0,0,0.1
session_20250326_204905,308,0,0,0.1
session_20250326_204905,309,0,0,0.1
session_20250326_204905,310,0,0,0.1
session_20250326_204905,311,0,0,0.1
session_20250326_204905,312,0,0,0.1
session_20250326_204905,313,0,0,0.1
session_20250326_204905,314,0,0,0.1
session_20250326_204905,315,0,0,0.1
session_20250326_204905,316,0,0,0.1
session_20250326_204905,317,0,0,0.1
session_20250326_204905,318,0,0,0.1
session_20250326_204905,319,0,0,0.1
session_20250326_204905,320,0,0,0.1
session_20250326_204905,321,0,0,0.1
session_20250326_204905,322,0,0,0.1
session_20250326_204905,323,0,0,0.1
session_20250326_204905,324,0,0,0.1
session_20250326_204905,325,0,0,0.1
session_20250326_204905,326,0,0,0.1
session_20250326_204905,327,0,0,0.1
session_20250326_204905,328,0,0,0.1
session_20250326_204905,329,0,0,0.1
session_20250326_204905,330,0,0,0.1
session_20250326_204905,331,0,0,0.1
session_20250326_204905,332,0,0,0.1
session_20250326_204905,333,0,0,0.1
session_20250326_204905,334,0,0,0.1
session_20250326_204905,335,0,0,0.1
session_20250326_204905,336,0,0,0.1
session_20250326_204905,337,196,196,0.1
session_20250326_204905,338,0,196,0.1
session_20250326_204905,339,0,196,0.1
session_20250326_204905,340,262,458,0.1
session_20250326_204905,341,0,458,0.1
session_20250326_204905,342,0,458,0.1
session_20250326_204905,343,0,458,0.1
session_20250326_204905,344,0,458,0.1
session_20250326_204905,345,0,458,0.1
session_20250326_204905,346,0,458,0.1
session_20250326_204905,347,0,458,0.1
session_20250326_204905,348,0,458,0.1
session_20250326_204905,349,0,458,0.1
session_20250326_204905,350,0,458,0.1
session_20250326_204905,351,0,458,0.1
session_20250326_204905,352,0,458,0.1
session_20250326_204905,353,0,458,0.1
session_20250326_204905,354,0,458,0.1
session_20250326_204905,355,0,0,0.1
session_20250326_204905,356,0,0,0.1
session_20250326_204905,357,0,0,0.1
session_20250326_204905,358,0,0,0.1
session_20250326_204905,359,0,0,0.1
session_20250326_204905,360,0,0,0.1
session_20250326_204905,361,262,262,0.1
session_20250326_204905,362,0,262,0.1
session_20250326_204905,363,0,262,0.1
session_20250326_204905,364,0,262,0.1
session_20250326_204905,365,0,262,0.1
session_20250326_204905,366,0,262,0.1
session_20250326_204905,367,0,262,0.1
session_20250326_204905,368,0,262,0.1
session_20250326_204905,369,0,262,0.1
session_20250326_204905,370,0,262,0.1
session_20250326_204905,371,0,0,0.1
session_20250326_204905,372,0,0,0.1
session_20250326_204905,373,196,196,0.1
session_20250326_204905,374,0,196,0.1
session_20250326_204905,375,0,196,0.1
session_20250326_204905,376,0,196,0.1
session_20250326_204905,377,0,196,0.1
session_20250326_204905,378,0,196,0.1
session_20250326_204905,379,0,196,0.1
session_20250326_204905,380,0,196,0.1
session_20250326_204905,381,0,196,0.1
session_20250326_204905,382,0,196,0.1
session_20250326_204905,383,0,196,0.1
session_20250326_204905,384,0,196,0.1
session_20250326_204905,385,0,196,0.1
session_20250326_204905,386,0,196,0.1
session_20250326_204905,387,0,0,0.1
session_20250326_204905,388,0,0,0.1
session_20250326_204905,389,0,0,0.1
session_20250326_204905,390,201,201,0.1
session_20250326_204905,391,0,201,0.1
session_20250326_204905,392,0,201,0.1
session_20250326_204905,393,262,463,0.1
session_20250326_204905,394,0,463,0.1
session_20250326_204905,395,0,463,0.1
session_20250326_204905,396,0,463,0.1
session_20250326_204905,397,0,463,0.1
session_20250326_204905,398,0,463,0.1
session_20250326_204905,399,0,463,0.1
session_20250326_204905,400,0,463,0.1
session_20250326_204905,401,0,463,0.1
session_20250326_204905,402,0,463,0.1
session_20250326_204905,403,0,463,0.1
session_20250326_204905,404,0,463,0.1
session_20250326_204905,405,0,463,0.1
session_20250326_204905,406,0,463,0.1
session_20250326_204905,407,0,0,0.1
session_20250326_204905,408,0,0,0.1
session_20250326_204905,409,196,196,0.1
session_20250326_204905,410,0,196,0.1
session_20250326_204905,411,0,196,0.1
session_20250326_204905,412,0,196,0.1
session_20250326_204905,413,0,196,0.1
session_20250326_204905,414,0,196,0.1
session_20250326_204905,415,0,196,0.1
session_20250326_204905,416,0,196,0.1
session_20250326_204905,417,0,196,0.1
session_20250326_204905,418,0,196,0.1
session_20250326_204905,419,0,196,0.1
session_20250326_204905,420,0,196,0.1
session_20250326_204905,421,0,196,0.1
session_20250326_204905,422,0,196,0.1
session_20250326_204905,423,0,0,0.1
session_20250326_204905,424,0,0,0.1
session_20250326_204905,425,0,0,0.1
session_20250326_204905,426,0,0,0.1
session_20250326_204905,427,0,0,0.1
session_20250326_204905,428,0,0,0.1
session_20250326_204905,429,0,0,0.1
session_20250326_204905,430,0,0,0.1
session_20250326_204905,431,0,0,0.1
session_20250326_204905,432,0,0,0.1
session_20250326_204905,433,0,0,0.1
session_20250326_204905,434,0,0,0.1
session_20250326_204905,435,0,0,0.1
session_20250326_204905,436,262,262,0.1
session_20250326_204905,437,0,262,0.1
session_20250326_204905,438,0,262,0.1
session_20250326_204905,439,0,0,0.1
session_20250326_204905,440,0,0,0.1
session_20250326_204905,441,0,0,0.1
session_20250326_204905,442,0,0,0.1
session_20250326_204905,443,0,0,0.1
session_20250326_204905,444,0,0,0.1
session_20250326_204905,445,0,0,0.1
session_20250326_204905,446,0,0,0.1
session_20250326_204905,447,0,0,0.1
session_20250326_204905,448,0,0,0.1
session_20250326_204905,449,0,0,0.1
session_20250326_204905,450,0,0,0.1
session_20250326_204905,451,0,0,0.1
session_20250326_204905,452,0,0,0.1
session_20250326_204905,453,0,0,0.1
session_20250326_204905,454,0,0,0.1
session_20250326_204905,455,0,0,0.1
session_20250326_204905,456,0,0,0.1
session_20250326_204905,457,0,0,0.1
session_20250326_204905,458,0,0,0.1
session_20250326_204905,459,0,0,0.1
session_20250326_204905,460,0,0,0.1
session_20250326_204905,461,196,196,0.1
session_20250326_204905,462,0,196,0.1
session_20250326_204905,463,0,196,0.1
session_20250326_204905,464,262,458,0.1
session_20250326_204905,465,0,458,0.1
session_20250326_204905,466,0,458,0.1
session_20250326_204905,467,0,458,0.1
session_20250326_204905,468,0,458,0.1
session_20250326_204905,469,0,458,0.1
session_20250326_204905,470,0,458,0.1
session_20250326_204905,471,0,458,0.1
session_20250326_204905,472,0,458,0.1
session_20250326_204905,473,0,458,0.1
session_20250326_204905,474,0,458,0.1
session_20250326_204905,475,0,0,0.1
session_20250326_204905,476,0,0,0.1
session_20250326_204905,477,0,0,0.1
session_20250326_204905,478,0,0,0.1
session_20250326_204905,479,262,262,0.1
session_20250326_204905,480,0,262,0.1
session_20250326_204905,481,0,262,0.1
session_20250326_204905,482,0,262,0.1
session_20250326_204905,483,0,262,0.1
session_20250326_204905,484,0,262,0.1
session_20250326_204905,485,0,262,0.1
session_20250326_204905,486,0,262,0.1
session_20250326_204905,487,0,262,0.1
session_20250326_204905,488,0,262,0.1
session_20250326_204905,489,0,262,0.1
session_20250326_204905,490,0,262,0.1
session_20250326_204905,491,6,268,0.1
session_20250326_204905,492,0,268,0.1
session_20250326_204905,493,0,268,0.1
session_20250326_204905,494,0,268,0.1
session_20250326_204905,495,0,0,0.1
session_20250326_204905,496,0,0,0.1
session_20250326_204905,497,0,0,0.1
session_20250326_204905,498,0,0,0.1
session_20250326_204905,499,0,0,0.1
session_20250326_204905,500,0,0,0.1
session_20250326_204905,501,0,0,0.1
session_20250326_204905,502,0,0,0.1
session_20250326_204905,503,0,0,0.1
session_20250326_204905,504,0,0,0.1
session_20250326_204905,505,0,0,0.1
session_20250326_204905,506,262,262,0.1
session_20250326_204905,507,0,262,0.1
session_20250326_204905,508,0,262,0.1
session_20250326_204905,509,0,262,0.1
session_20250326_204905,510,0,262,0.1
session_20250326_204905,511,0,262,0.1
session_20250326_204905,512,0,262,0.1
session_20250326_204905,513,0,262,0.1
session_20250326_204905,514,0,262,0.1
session_20250326_204905,515,0,262,0.1
session_20250326_204905,516,0,262,0.1
session_20250326_204905,517,0,0,0.1
session_20250326_204905,518,0,0,0.1
session_20250326_204905,519,196,196,0.1
session_20250326_204905,520,0,196,0.1
session_20250326_204905,521,0,196,0.1
session_20250326_204905,522,0,196,0.1
session_20250326_204905,523,0,196,0.1
session_20250326_204905,524,0,196,0.1
session_20250326_204905,525,0,196,0.1
session_20250326_204905,526,0,196,0.1
session_20250326_204905,527,262,458,0.1
session_20250326_204905,528,0,458,0.1
session_20250326_204905,529,0,458,0.1
session_20250326_204905,530,0,458,0.1
session_20250326_204905,531,0,458,0.1
session_20250326_204905,532,0,458,0.1
session_20250326_204905,533,0,458,0.1
session_20250326_204905,534,0,458,0.1
session_20250326_204905,535,262,720,0.1
session_20250326_204905,536,0,0,0.1
session_20250326_204905,537,0,0,0.1
session_20250326_204905,538,0,0,0.1
session_20250326_204905,539,0,0,0.1
session_20250326_204905,540,0,0,0.1
session_20250326_204905,541,0,0,0.1
session_20250326_204905,542,0,0,0.1
session_20250326_204905,543,0,0,0.1
session_20250326_204905,544,0,0,0.1
session_20250326_204905,545,0,0,0.1
session_20250326_204905,546,0,0,0.1
session_20250326_204905,547,0,0,0.1
session_20250326_204905,548,0,0,0.1
session_20250326_204905,549,0,0,0.1
session_20250326_204905,550,262,262,0.1
session_20250326_204905,551,0,262,0.1
session_20250326_204905,552,0,262,0.1
session_20250326_204905,553,0,262,0.1
session_20250326_204905,554,0,262,0.1
session_20250326_204905,555,0,262,0.1
session_20250326_204905,556,0,262,0.1
session_20250326_204905,557,262,524,0.1
session_20250326_204905,558,0,524,0.1
session_20250326_204905,559,196,196,0.1
session_20250326_204905,560,0,196,0.1
session_20250326_204905,561,196,392,0.1
session_20250326_204905,562,0,392,0.1
session_20250326_204905,563,0,392,0.1
session_20250326_204905,564,0,392,0.1
session_20250326_204905,565,0,392,0.1
session_20250326_204905,566,0,392,0.1
session_20250326_204905,567,0,392,0.1
session_20250326_204905,568,0,392,0.1
session_20250326_204905,569,0,392,0.1
session_20250326_204905,570,0,392,0.1
session_20250326_204905,571,0,392,0.1
session_20250326_204905,572,0,392,0.1
session_20250326_204905,573,0,392,0.1
session_20250326_204905,574,0,392,0.1
session_20250326_204905,575,0,0,0.1
session_20250326_204905,576,0,0,0.1
session_20250326_204905,577,0,0,0.1
session_20250326_204905,578,0,0,0.1
session_20250326_204905,579,0,0,0.1
session_20250326_204905,580,0,0,0.1
session_20250326_204905,581,0,0,0.1
session_20250326_204905,582,0,0,0.1
session_20250326_204905,583,0,0,0.1
session_20250326_204905,584,0,0,0.1
session_20250326_204905,585,0,0,0.1
session_20250326_204905,586,0,0,0.1
session_20250326_204905,587,0,0,0.1
session_20250326_204905,588,0,0,0.1
session_20250326_204905,589,0,0,0.1
session_20250326_204905,590,0,0,0.1
session_20250326_204905,591,0,0,0.1
session_20250326_204905,592,0,0,0.1
session_20250326_204905,593,0,0,0.1
session_20250326_204905,594,0,0,0.1
session_20250326_204905,595,0,0,0.1
session_20250326_204905,596,0,0,0.1
session_20250326_204905,597,262,262,0.1
session_20250326_204905,598,0,0,0.1
session_20250326_204905,599,0,0,0.1
session_20250326_204905,600,0,0,0.1
session_20250326_204905,601,0,0,0.1
session_20250326_204905,602,0,0,0.1
session_20250326_204905,603,0,0,0.1
session_20250326_204905,604,0,0,0.1
session_20250326_204905,605,0,0,0.1
session_20250326_204905,606,0,0,0.1
session_20250326_204905,607,0,0,0.1
session_20250326_204905,608,0,0,0.1
session_20250326_204905,609,0,0,0.1
session_20250326_204905,610,0,0,0.1
session_20250326_204905,611,0,0,0.1
session_20250326_204905,612,0,0,0.1
session_20250326_204905,613,0,0,0.1
session_20250326_204905,614,0,0,0.1
session_20250326_204905,615,0,0,0.1
session_20250326_204905,616,266,266,0.1
session_20250326_204905,617,0,266,0.1
session_20250326_204905,618,0,266,0.1
session_20250326_204905,619,0,266,0.1
session_20250326_204905,620,262,528,0.1
session_20250326_204905,621,196,196,0.1
session_20250326_204905,622,0,196,0.1
session_20250326_204905,623,0,196,0.1
session_20250326_204905,624,0,196,0.1
session_20250326_204905,625,0,196,0.1
session_20250326_204905,626,262,458,0.1
session_20250326_204905,627,0,458,0.1
session_20250326_204905,628,0,458,0.1
session_20250326_204905,629,0,458,0.1
session_20250326_204905,630,0,458,0.1
session_20250326_204905,631,0,458,0.1
session_20250326_204905,632,0,458,0.1
session_20250326_204905,633,0,458,0.1
session_20250326_204905,634,0,458,0.1
session_20250326_204905,635,0,458,0.1
session_20250326_204905,636,0,458,0.1
session_20250326_204905,637,0,458,0.1
session_20250326_204905,638,0,458,0.1
session_20250326_204905,639,0,458,0.1
session_20250326_204905,640,0,458,0.1
session_20250326_204905,641,0,458,0.1
session_20250326_204905,642,0,0,0.1
session_20250326_204905,643,0,0,0.1
session_20250326_204905,644,196,196,0.1
session_20250326_204905,645,0,196,0.1
session_20250326_204905,646,0,196,0.1
session_20250326_204905,647,0,196,0.1
session_20250326_204905,648,0,196,0.1
session_20250326_204905,649,0,196,0.1
session_20250326_204905,650,0,196,0.1
session_20250326_204905,651,0,196,0.1
session_20250326_204905,652,0,196,0.1
session_20250326_204905,653,0,196,0.1
session_20250326_204905,654,262,458,0.1
session_20250326_204905,655,0,458,0.1
session_20250326_204905,656,0,458,0.1
session_20250326_204905,657,0,458,0.1
session_20250326_204905,658,0,458,0.1
session_20250326_204905,659,0,458,0.1
session_20250326_204905,660,0,0,0.1
session_20250326_204905,661,0,0,0.1
session_20250326_204905,662,0,0,0.1
session_20250326_204905,663,0,0,0.1
session_20250326_204905,664,0,0,0.1
session_20250326_204905,665,0,0,0.1
session_20250326_204905,666,0,0,0.1
session_20250326_204905,667,0,0,0.1
session_20250326_204905,668,0,0,0.1
session_20250326_204905,669,0,0,0.1
session_20250326_204905,670,0,0,0.1
session_20250326_204905,671,0,0,0.1
session_20250326_204905,672,0,0,0.1
session_20250326_204905,673,0,0,0.1
session_20250326_204905,674,0,0,0.1
session_20250326_204905,675,0,0,0.1
session_20250326_204905,676,0,0,0.1
session_20250326_204905,677,0,0,0.1
session_20250326_204905,678,0,0,0.1
session_20250326_204905,679,0,0,0.1
session_20250326_204905,680,0,0,0.1
session_20250326_204905,681,0,0,0.1
session_20250326_204905,682,0,0,0.1
session_20250326_204905,683,0,0,0.1
session_20250326_204905,684,0,0,0.1
session_20250326_204905,685,0,0,0.1
session_20250326_204905,686,0,0,0.1
session_20250326_204905,687,0,0,0.1
session_20250326_204905,688,262,262,0.1
session_20250326_204905,689,0,262,0.1
session_20250326_204905,690,0,262,0.1
session_20250326_204905,691,0,262,0.1
session_20250326_204905,692,0,0,0.1
session_20250326_204905,693,0,0,0.1
session_20250326_204905,694,0,0,0.1
session_20250326_204905,695,0,0,0.1
session_20250326_204905,696,0,0,0.1
session_20250326_204905,697,0,0,0.1
session_20250326_204905,698,262,262,0.1
session_20250326_204905,699,0,262,0.1
session_20250326_204905,700,0,262,0.1
session_20250326_204905,701,0,262,0.1
session_20250326_204905,702,0,262,0.1
session_20250326_204905,703,0,262,0.1
session_20250326_204905,704,0,262,0.1
session_20250326_204905,705,0,262,0.1
session_20250326_204905,706,0,262,0.1
session_20250326_204905,707,0,262,0.1
session_20250326_204905,708,0,0,0.1
session_20250326_204905,709,0,0,0.1
session_20250326_204905,710,0,0,0.1
session_20250326_204905,711,0,0,0.1
session_20250326_204905,712,262,262,0.1
session_20250326_204905,713,0,262,0.1
session_20250326_204905,714,0,262,0.1
session_20250326_204905,715,0,262,0.1
session_20250326_204905,716,0,262,0.1
session_20250326_204905,717,0,262,0.1
session_20250326_204905,718,0,262,0.1
session_20250326_204905,719,0,262,0.1
session_20250326_204905,720,0,262,0.1
session_20250326_204905,721,0,262,0.1
session_20250326_204905,722,0,262,0.1
session_20250326_204905,723,0,262,0.1
session_20250326_204905,724,0,262,0.1
session_20250326_204905,725,0,262,0.1
session_20250326_204905,726,0,262,0.1
session_20250326_204905,727,0,262,0.1
session_20250326_204905,728,0,0,0.1
session_20250326_204905,729,0,0,0.1
session_20250326_204905,730,0,0,0.1
session_20250326_204905,731,0,0,0.1
